"ID","answered_all","Duration..in.seconds.","RecordedDate","UserLanguage","Dem_age","Dem_gender","Dem_edu","Dem_edu_mom","Dem_employment","Country","Dem_Expat","Dem_state","Dem_maritalstatus","Dem_dependents","Dem_riskgroup","Dem_isolation","Dem_isolation_adults","Dem_isolation_kids","AD_gain","AD_loss","AD_check","Scale_PSS10_UCLA_1","Scale_PSS10_UCLA_2","Scale_PSS10_UCLA_3","Scale_PSS10_UCLA_4","Scale_PSS10_UCLA_5","Scale_PSS10_UCLA_6","Scale_PSS10_UCLA_7","Scale_PSS10_UCLA_8","Scale_PSS10_UCLA_9","Scale_PSS10_UCLA_10","Scale_SLON_1","Scale_SLON_2","Scale_SLON_3","OECD_people_1","OECD_people_2","OECD_insititutions_1","OECD_insititutions_2","OECD_insititutions_3","OECD_insititutions_4","OECD_insititutions_5","OECD_insititutions_6","Corona_concerns_1","Corona_concerns_2","Corona_concerns_3","Corona_concerns_4","Corona_concerns_5","Trust_countrymeasure","Compliance_1","Compliance_2","Compliance_3","Compliance_4","Compliance_5","Compliance_6","born_92","experience_war","experience_war_TXT","war_injury","loss_during_war","time_spent_in_war","time_spent_in_war_TXT","Scale_UCLA_TRI_1","Scale_UCLA_TRI_2","Scale_UCLA_TRI_3","Scale_UCLA_TRI_4","PS_PTSD_1","PS_PTSD_2","PS_PTSD_3","PS_PTSD_4","PS_PTSD_5","BFF_15_1","BFF_15_2","BFF_15_3","BFF_15_4","BFF_15_5","BFF_15_6","BFF_15_7","BFF_15_8","BFF_15_9","BFF_15_10","BFF_15_11","BFF_15_12","BFF_15_13","BFF_15_14","BFF_15_15","Expl_Distress_1","Expl_Distress_2","Expl_Distress_3","Expl_Distress_4","Expl_Distress_5","Expl_Distress_6","Expl_Distress_7","Expl_Distress_8","Expl_Distress_9","Expl_Distress_10","Expl_Distress_11","Expl_Distress_12","Expl_Distress_13","Expl_Distress_14","Expl_Distress_15","Expl_Distress_16","Expl_Distress_17","Expl_Distress_18","Expl_Distress_19","Expl_Distress_20","Expl_Distress_21","Expl_Distress_22","Expl_Distress_23","Expl_Distress_24","Expl_Distress_txt","SPS_1","SPS_2","SPS_3","SPS_4","SPS_5","SPS_6","SPS_7","SPS_8","SPS_9","SPS_10","Expl_Coping_1","Expl_Coping_2","Expl_Coping_3","Expl_Coping_4","Expl_Coping_5","Expl_Coping_6","Expl_Coping_7","Expl_Coping_8","Expl_Coping_9","Expl_Coping_10","Expl_Coping_11","Expl_Coping_12","Expl_Coping_13","Expl_Coping_14","Expl_Coping_15","Expl_Coping_16","Expl_coping_txt","Expl_media_1","Expl_media_2","Expl_media_3","Expl_media_4","Expl_media_5","Expl_media_6","Final_open","PSS10_avg","SLON3_avg","neu","ext","ope","agr","con","SPS_avg","Scale_UCLA_TRI_avg"
"125264","No","992","2020-03-26 11:57:31","DA","49","Female","Some College, short continuing education or equivalent","Up to 12 years of school","Full time employed","Denmark","yes","Kalundborg","Married/cohabiting","3","Yes","Life carries on with minor changes","2","1","NA","NA","NA","1","1","2","5","4","2","1","4","1","1","3","1","3","9","10","10","10","10","10","10","10","2","2","2","5","6","5","6","5","5","2","4","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","1","5","2","5","4","4","5","4","2","4","6","6","2","5","1","2","2","1","1","5","1","1","1","5","2","4","6","6","2","1","1","1","2","2","2","1","3","1","NA","6","6","6","5","6","6","6","6","5","6","5","6","5","2","4","5","1","1","2","5","2","5","5","2","2","3","NA","5","3","2","2","5","2","NA","1.8","2.333333","2.333333","3.333333","4.333333","5","5.333333","5.8","NA"
"125265","Yes","1214","2020-03-26 12:00:58","DA","28","Female","College degree, bachelor, master","Up to 12 years of school","Student","Denmark","yes","Aalborg","Married/cohabiting","0","Not sure","Life carries on with minor changes","0","0","NA","� If Program C is adopted 400 people will die.","No","3","1","2","3","5","3","4","3","1","2","1","1","1","6","6","8","10","9","8","9","10","2","4","4","5","5","5","5","5","5","1","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","4","4","5","4","5","6","3","3","4","4","4","6","3","3","1","4","99","6","1","2","99","99","99","5","5","4","5","3","5","1","1","1","4","6","6","1","5","3","NA","5","6","6","5","6","5","5","6","5","5","6","4","4","2","5","2","6","6","3","6","4","5","5","6","1","4","NA","6","3","6","2","1","4","Har faet mere styr pa min lejlighed da vi arbejder hjemme pa mit studie. Nu kan jeg gore mine daglige pligter (opvask, vaske toj) imens jeg arbejder, hvilket gor jeg slapper mere af om aftenen og i weekenden. Jeg far ogsa mere sovn og mere tid til mig selv, da jeg ikke langere skal bruge tid pa transport til/fra universitet.","2.1","1","3.666667","3.666667","4","3.666667","4.333333","5.4","NA"
"125266","No","1680","2020-03-26 12:08:36","DA","31","Female","Some College, short continuing education or equivalent","Some College or equivalent","Student","Denmark","yes","Helsingor","Married/cohabiting","2","NA","Life carries on with minor changes","1","2","� If Program A is adopted, 200 people will be saved.","NA","Yes","3","3","3","4","3","3","4","3","2","2","2","3","3","9","10","8","9","9","10","10","10","4","5","4","6","6","5","5","5","5","2","5","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","5","4","3","6","3","5","3","2","5","6","5","2","5","99","6","2","2","99","1","2","4","5","6","5","5","3","3","99","3","2","2","4","4","2","1","5","1","NA","5","5","5","5","5","5","5","4","5","5","4","5","5","4","5","4","1","1","5","6","4","4","6","4","2","5","NA","5","4","2","4","4","3","NA","2.6","2.666667","2","2.666667","3.666667","5.333333","5","4.9","NA"
"125267","No","728","2020-03-26 11:52:24","DA","51","Female","Up to 9 years of school","None","Part time employed","Denmark","yes","Mariagerfjord","Married/cohabiting","1","NA","Life carries on with minor changes","NA","NA","� If Program A is adopted, 200 people will be saved.","NA","Yes","5","4","4","3","3","3","3","3","5","3","4","3","5","9","9","6","7","6","6","6","8","6","6","4","6","5","8","5","5","4","4","5","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","6","2","1","4","4","2","2","4","5","3","3","3","4","4","6","5","6","6","5","6","99","5","99","6","6","6","6","4","4","5","6","6","6","4","4","3","6","5","NA","6","4","4","5","6","4","6","6","4","6","4","NA","5","5","3","3","2","2","4","4","4","5","4","3","4","4","NA","3","2","2","4","4","4","NA","3.6","4","5.666667","2.666667","2.666667","2.666667","3.333333","5.1","NA"
"125268","Yes","3889","2020-03-26 12:44:50","DA","31","Female","College degree, bachelor, master","Some College or equivalent","Not employed","Denmark","yes","Skanderborg","Married/cohabiting","2","Not sure","Life carries on with minor changes","2","2","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","Yes","2","3","3","4","4","3","4","4","2","1","1","1","2","8","10","6","9","7","7","7","9","2","5","5","6","6","5","6","5","4","4","4","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","3","4","2","3","5","2","5","4","2","4","6","5","3","5","99","99","99","5","99","4","1","3","4","5","2","6","5","5","99","4","2","2","4","2","3","2","5","1","NA","6","6","5","6","6","5","6","6","5","6","5","4","5","1","1","4","1","1","5","4","3","5","1","3","2","5","NA","5","5","3","3","4","6","NA","2.2","1.333333","3.333333","2.333333","3.666667","5","4.666667","5.7","NA"
"125269","No","763","2020-03-26 11:52:44","EN","33","Female","College degree, bachelor, master","College degree","Full time employed","Denmark","no","Kobenhavn","Divorced/widowed","0","NA","Isolated","2","0","� If Program A is adopted, 200 people will be saved.","NA","No","4","2","4","2","2","3","2","2","3","4","3","5","5","5","9","7","7","7","7","10","7","4","6","6","6","6","4","6","6","5","1","3","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","4","3","5","5","4","4","6","6","5","5","5","3","4","6","2","6","99","2","2","5","1","4","99","6","3","4","1","6","6","6","5","5","6","6","6","1","6","6","NA","6","4","6","6","6","5","6","6","6","6","5","1","5","1","5","6","1","1","6","2","4","5","2","2","1","5","NA","5","5","6","5","6","1","I think motivation to take care of myself has been extra hard. Now that the gym has closed, going for a run or doing indoor exercise is hard to motivate myself to. I also find that I am more unhealthy, eating more sugar and fatty food. I watch way more TV now and I feel less motivated to do work.","3.6","4.333333","4","4.333333","5.333333","4","4","5.7","NA"
"125270","Yes","904","2020-03-26 11:54:33","DA","58","Female","Up to 12 years of school","Up to 9 years of school","Full time employed","Denmark","yes","Assens","Married/cohabiting","0","Yes","Life carries on with minor changes","1","0","� If Program A is adopted, 200 people will be saved.","NA","Yes","2","2","2","5","4","2","4","5","2","1","2","1","2","7","9","7","8","8","8","8","8","4","6","6","6","6","5","6","6","6","1","5","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","5","5","5","3","4","5","5","3","5","5","4","3","4","4","3","3","3","99","6","99","2","99","6","4","6","6","5","2","4","2","4","4","3","5","1","6","6","NA","6","6","5","6","5","6","6","6","5","6","5","2","6","2","4","6","3","4","5","4","4","5","5","4","1","5","NA","6","5","4","3","6","2","NA","1.7","1.666667","2","4.666667","4.666667","4.666667","4","5.7","NA"
"125271","No","773","2020-03-26 11:52:17","DA","33","Female","College degree, bachelor, master","Up to 12 years of school","Full time employed","Denmark","yes","Vordingborg","Married/cohabiting","2","NA","Life carries on with minor changes","1","2","NA","� If Program C is adopted 400 people will die.","No","2","2","2","4","4","3","4","4","3","2","1","1","1","8","10","9","10","9","9","9","10","2","3","2","3","4","5","6","5","5","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","4","5","4","5","4","4","4","6","4","3","3","5","4","5","3","4","1","3","99","3","1","4","2","5","2","3","4","3","4","2","2","2","2","5","1","1","4","1","NA","5","3","5","5","5","5","4","5","3","5","6","2","4","2","4","4","1","2","5","2","5","5","5","5","1","5","NA","5","2","2","2","4","4","NA","2.2","1","3.333333","4","4.666667","3","4.333333","4.5","NA"
"125272","No","1082","2020-03-26 11:57:16","DA","53","Female","Some College, short continuing education or equivalent","Up to 9 years of school","Full time employed","Denmark","yes","Halsnas","Single","0","NA","Life carries on with minor changes","0","0","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No","2","3","1","5","3","1","5","5","2","1","3","1","3","8","9","8","9","8","9","8","9","1","6","5","6","6","4","6","6","6","4","5","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","6","3","5","4","6","5","6","3","6","5","3","1","5","2","4","1","2","NA","5","1","99","99","3","5","4","4","6","3","4","NA","2","4","1","1","1","5","1","NA","6","6","6","6","6","6","6","6","5","6","5","3","6","2","6","4","4","1","4","5","1","5","6","5","1","6","NA","6","1","NA","2","1","6","NA","1.6","2.333333","1","3.666667","5.666667","5","4.666667","5.9","NA"
"125273","No","156","2020-03-27 11:41:36","DA","24","Male","Up to 9 years of school","Some College or equivalent","Not employed","Denmark","yes","Langeland Kommune","Single","0","Not sure","Life carries on with minor changes","3","0","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"125274","No","823","2020-03-26 11:52:23","DA","27","Female","College degree, bachelor, master","Up to 9 years of school","Full time employed","Denmark","yes","Odense","Single","0","NA","Life carries on with minor changes","0","0","� If Program A is adopted, 200 people will be saved.","NA","No","2","5","3","4","3","4","4","3","2","1","3","2","3","6","9","9","10","10","10","10","10","2","5","2","4","4","5","6","5","5","2","4","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","4","3","2","4","6","4","2","3","2","5","6","5","4","4","1","5","99","5","99","6","1","99","99","6","2","5","6","4","2","2","2","4","4","5","2","1","4","4","NA","6","5","5","4","5","5","6","4","4","5","5","2","4","3","4","4","5","4","6","4","4","6","4","4","1","5","NA","6","4","2","3","3","4","NA","2.7","2.666667","4.333333","2.333333","3","5.333333","4","4.9","NA"
"125275","No","1510","2020-03-26 12:03:48","DA","56","Female","Up to 12 years of school","Up to 6 years of school","Full time employed","Denmark","yes","4200 Slagelse","Single","0","No","Life carries on with minor changes","1","1","� If Program A is adopted, 200 people will be saved.","NA","Yes","4","4","4","3","2","4","3","3","5","3","2","4","3","8","9","10","10","10","10","9","10","6","5","5","6","5","5","6","5","6","5","5","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","1","6","6","6","4","4","5","1","3","2","6","5","2","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","4","4","5","6","4","4","6","4","4","6","3","4","4","4","5","1","1","5","3","5","6","6","3","3","6","NA","6","6","6","6","6","1","Jeg er blevet mindre rummelig og mere hysterisk, hvad angar andres syn pa agtpagivenhed ifht Corona, jeg bliver forskrakket over dem der ikke tager retningslinjerne alvorligt, og bliver i tvivl om jeg selv er alt for hysterisk, maske mine kollegaer er tratte af mine pamindelser om hygiejne afspritning, afstand mv. Ligeledes ifht 1 af mine sonner som har en kareste der er sygeplejerske og hvor svigerfamilien er sygeplejerske, og hvor de stadig ses med mit barnebarn, og ikke forstar jeg ikke ogsa kan/vil. Jeg er hunderad for at vare smittebarer, og for at blive smittet. Jeg er tvunget pa job, da min arbejdsplads anser vores job som kritisk og livsvigtigt abenbart, selvom jeg blot sidder og tager telefoner, og kunne arbejde hjemme med andre opgaver, eller stille tlf om. Jeg foler min arbejdsplads trods hjulene ruller, udnytter situationen til egen fordel, og forventer at det kommer til at eskalere hvis vi fortsatter med isolationen. Sa det far store konsekvenser, selvom jeg kan vare rimelig tryg. Jeg arbejder i en Akasse, og trods opgaverne er de samme, tvinges folk altsa til at holde afspadsering osv i denne tid hvor det valter ind med ledige, det giver ingen mening osv. Sa ja, det er presset at kan blive tvunget pa job, tanker at folk kan udvikle bade psd stress angst og det som er varre.. Det kan samfundsmassigt fa enorme konsekvenser. Jeg er sikker pa at vores regering har gjort det rigtige og er meget taknemmelig for dem og for Mette. Tak for ordet, hilsen Jeanette","3.7","3","2","5","3.333333","4","5","4.7","NA"
"125276","No","3622","2020-03-26 12:38:43","DA","27","Male","PhD/Doctorate","Some College or equivalent","Full time employed","Denmark","yes","Odense","Single","0","NA","Isolated","0","0","� If Program A is adopted, 200 people will be saved.","NA","No","2","2","2","4","4","1","4","4","4","1","3","1","3","3","9","7","9","8","10","10","8","1","5","4","5","5","4","6","6","5","1","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","3","5","2","4","5","4","6","5","3","3","4","6","2","3","1","2","99","4","2","4","2","99","99","6","5","5","5","6","1","2","1","5","5","6","4","2","5","1","NA","5","5","5","4","5","5","5","5","4","5","5","1","5","1","5","4","1","1","5","4","3","4","6","5","4","4","NA","5","4","4","2","5","5","NA","2","2.333333","3","2.666667","5","3.666667","4.666667","4.8","NA"
"125277","No","942","2020-03-26 11:53:53","DA","52","Female","Some College, short continuing education or equivalent","Up to 6 years of school","Part time employed","Denmark","yes","Middelfart","Married/cohabiting","1","NA","Life carries on with minor changes","3","0","� If Program A is adopted, 200 people will be saved.","NA","No","3","4","4","5","4","2","4","4","3","1","1","1","2","6","8","6","6","9","9","5","9","NA","NA","NA","NA","NA","5","6","6","6","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","3","5","2","4","5","5","3","NA","6","5","6","6","3","5","1","4","3","1","99","2","1","4","99","6","2","6","6","3","99","1","2","1","1","1","1","1","6","1","NA","6","5","6","6","6","6","6","6","6","6","6","4","5","6","1","1","1","1","1","4","5","5","5","6","1","6","NA","4","5","5","1","5","1","NA","2.4","1.333333","3.333333","2.666667","4","4","5","5.9","NA"
"125278","No","1069","2020-03-26 11:55:57","DA","48","Male","Up to 12 years of school","Some College or equivalent","Retired","Denmark","yes","kerteminde","Married/cohabiting","0","NA","Life carries on with minor changes","1","0","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","Not sure","2","2","1","4","4","3","4","4","1","2","2","1","3","7","8","6","8","8","9","9","8","4","5","5","6","6","5","5","5","4","2","4","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","4","5","5","5","2","6","5","6","4","3","5","3","5","5","2","99","99","99","3","6","1","2","99","5","3","2","99","3","99","3","99","3","3","2","1","1","5","99","NA","6","5","5","5","6","6","5","6","6","5","6","2","5","3","3","5","5","5","5","5","5","5","2","6","1","6","NA","5","3","5","3","5","5","NA","1.9","2","3.333333","5","5.666667","3.666667","3.333333","5.5","NA"
"125279","No","871","2020-03-26 11:52:32","DA","44","Female","Up to 6 years of school","None","Full time employed","Denmark","yes","Slagelse","Single","0","NA","Life carries on with minor changes","NA","NA","� If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved","NA","No","2","2","2","5","4","2","4","5","2","2","1","1","1","8","8","8","8","9","5","9","8","5","5","4","6","6","6","6","6","6","3","3","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","3","5","4","4","6","3","1","2","1","4","5","6","1","6","1","1","99","1","99","2","1","99","99","6","1","2","4","99","1","2","1","1","1","1","1","1","6","4","NA","3","5","3","1","4","5","4","2","5","4","6","1","1","1","1","5","1","1","6","1","1","4","5","1","1","6","NA","1","1","1","1","6","3","NA","1.8","1","3.333333","3","2","5","6","3.6","NA"
"125280","No","984","2020-03-26 11:54:23","DA","34","Male","Up to 12 years of school","Up to 9 years of school","Full time employed","Denmark","yes","Skanderborg","Single","0","Not sure","Life carries on with minor changes","NA","NA","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No","1","1","3","2","4","1","4","4","2","1","2","2","2","1","2","7","9","6","9","9","8","2","6","4","5","1","8","6","6","6","4","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","3","5","2","2","5","2","4","5","4","1","3","4","5","3","99","99","99","2","99","4","1","99","99","5","99","1","1","1","99","2","3","4","6","2","1","1","6","2","NA","5","4","2","2","3","4","2","1","3","5","5","4","2","4","1","1","6","5","6","1","2","4","1","6","1","5","NA","5","5","2","1","5","4","NA","1.9","2","3","2","3.666667","2.333333","3","3.1","NA"
"125281","No","473","2020-03-27 11:46:38","DA","27","Female","Up to 12 years of school","Up to 12 years of school","Retired","Denmark","yes","Fredericia","Single","0","NA","Life carries on with minor changes","NA","NA","NA","� If Program C is adopted 400 people will die.","No","4","4","2","4","4","4","4","3","2","3","2","3","4","8","10","6","6","2","7","10","6","2","5","4","5","5","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.8","3","NA","NA","NA","NA","NA","NA","NA"
"125282","Yes","743","2020-03-26 11:49:27","DA","25","Male","College degree, bachelor, master","Up to 12 years of school","Student","Denmark","yes","Kobenhavns Kommune","Single","0","No","Life carries on with minor changes","3","0","� If Program A is adopted, 200 people will be saved.","NA","No","1","5","2","3","3","4","3","3","2","2","4","1","4","5","7","8","7","6","7","6","6","1","3","1","4","1","7","6","4","4","4","3","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","5","3","4","5","4","3","6","4","2","3","3","4","5","4","1","99","99","5","99","6","1","4","99","3","1","1","1","2","99","4","1","5","5","6","2","1","6","1","NA","4","2","4","4","4","3","5","3","3","5","3","5","4","1","3","3","4","5","4","1","4","4","3","4","1","3","NA","5","1","5","2","3","4","NA","2.8","3","4.666667","4","4.333333","3.666667","3.333333","3.7","NA"
"125283","No","629","2020-03-27 11:48:02","DA","51","Female","College degree, bachelor, master","Up to 6 years of school","Part time employed","Denmark","yes","NA","Married/cohabiting","2","NA","Isolated","2","0","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No","2","3","4","3","3","1","3","3","2","3","4","1","4","9","9","6","9","7","8","8","8","4","5","3","3","3","6","5","4","5","5","4","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","5","3","1","4","3","6","5","4","2","5","6","6","5","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.7","3","4.666667","3","5","5.333333","3.333333","NA","NA"
